Time,Tweet_cleaned,URL,Location
2020-05-29 17:41:52,I just wanted to take the time to provide a quick update Bc of your efforts I was able to raise an additional amp matched that with my own allowing for a donation to Casa COVID Relief Additional Donations have also been made to the Minnesota Freedom Fund,https://t.co/A4vCBmAbrn,"Washington, DC"
2020-05-29 17:41:45,If you can match the donation to the Louisville Community Bail Fund and keep it going,https://t.co/eoUqUBl2YN,Virginia
2020-05-29 17:41:31,this is the official link for the donation page to bail out Louisville protesters even can help so please make a,Not Available,Unknown
2020-05-29 17:41:18,matched if you have the means to please match my donation or any portion of it which able to hold,Not Available,moose jaw
2020-05-29 17:41:17,Need a little perspective or humility today Please visit In the Covid and #cycloneamphan crisis it is,Not Available,Unknown
2020-05-29 17:41:17,Sent a donation to the Minnesota Freedom Fund They have also given a list of similar proactive MN organizations you can donate to due to the large flood of support already shown to them,https://t.co/FrHKgPBPCJ,M-I Crooked Letter/New Orleans
2020-05-29 17:41:08,Donation link to Reclaim The Block a grassroots org in Minneapolis I donated to this one last night and I love their message If you feel overwhelmed right now and don t know how to make meaningful help well you re not alone but donating is a start,https://t.co/ARWnjRkocX,"Seattle, WA"
2020-05-29 17:41:08,if you exactly sure how to take action start by sharing and making a donation #blacklivesmatter,https://t.co/bKXsJsd8FM,wonderland
2020-05-29 17:40:44,My wife has been a part of this organization for while and I wanted to share their website with you all to get info make a donation or become a member MOBB United for Social Change,https://t.co/izemEwa3J7,Everywhere
2020-05-29 17:40:18,If you support things monetarily please help boost links to their donation business pages,Not Available,Probably raiding your fridge
2020-05-29 17:40:18,Matched If you re able match my donation to the black visions collective here and sign the petition to defund the minneapolis police department here,https://t.co/qo3qrVbMsr,"Rockville, Maryland"
2020-05-29 17:40:13,keep the thread going if you can everyone im also thinking about opening donation comms,Not Available,toronto🍁
2020-05-29 17:40:10,As always thank you to everyone who supports in anyway and hope we can raise some good money for this important cause If we just hit our caps on both events thats for Minneapolis BEFORE the donation stream We can do a lot with this lets make it happen Melee community,Not Available,"New York, NY"
2020-05-29 17:40:02,Donate to Black Lives Matter anything will help your effort pushed me for a long overdue donation,https://t.co/7r3rUXBGL0, New York 
2020-05-29 17:40:01,I ve made a donation to the Colorado Freedom Fund and I encourage you to do the same either here or to similar organizations in your own communities #fundly via,https://t.co/lx8JzNccHl,Unknown
2020-05-29 17:39:55,not a lot but I would love to see some people put their money where their mouth is and match my donation,https://t.co/VWO1POQCXQ,Portland lite
2020-05-29 17:39:53,Imagine your head being so far up your ass that you refuse to support a mistreated race bc your A repost a signature a donation all takes less than a minute But even too hard for some people,Not Available,a mystery.
2020-05-29 17:39:53,AxVillion Reply with them a link to actually make a donation toward the cause because their comment helping those in need,Not Available,Ev-Isle - Animal Crossing
2020-05-29 17:39:53,match my donation to the minnesota freedom fund if u send a screenshot showing u donated i can write you a little k,Not Available,funky town resident
2020-05-29 17:39:41,all these donation links require paypal and i have one,Not Available,they/them
2020-05-29 17:39:40,I challenge you to match my donation Or give what you can including giving generously,https://t.co/tP3FZvHFxy,Unknown
2020-05-29 17:39:32,WHITE PEOPLE We need to keep this energy Not just a one two time donation hashtag like retweet etc Research and,Not Available,"Rack City, MS"
2020-05-29 17:39:22,AbiNeil got a donation section on their web site so maybe they could put anyone who donated in name into a raffle for the book,Not Available,on the edge
2020-05-29 17:39:20,send me the donation link,https://t.co/OPWp1W8Btr,Unknown
2020-05-29 17:39:15,Donation link in replies,https://t.co/vx2EAG65FJ,TX | PA
2020-05-29 17:39:12,Please consider even a small donation to help the owners of this Minneapolis based small business one of whom is a,Not Available,Unknown
2020-05-29 17:39:07,MeagMonroe This is the kicker for me If you re making a profit of what you re selling still especially if you re white and making more profit than you are donating using that token donation to advertise is selfish,Not Available,She/They
2020-05-29 17:38:47,Bubblenoma Do you have the donation link there,Not Available,So. Ohio - NYC - Dublin
2020-05-29 17:38:44,Match my donation link in bio,https://t.co/mxxB9g4wuL,"❤️ in Oakland, 👣 in NY"
2020-05-29 17:38:37,Along with this also made a donation to the Minnesota Freedom Fund Their website is,https://t.co/n8E6XWGLxq,Unknown
2020-05-29 17:38:25,They celebrities need to publicise their donation Let us see where you are putting your money,Not Available,Unknown
2020-05-29 17:38:20,If you have the ability to do so then please donate Doesn t matter the amount any donation helps,https://t.co/MBw7y8ISD5,Unknown
2020-05-29 17:37:57,has stated that they do not need donations at this time Therefore I won t include a link for donation but,Not Available,Unknown
2020-05-29 17:37:47,If you re looking for underfunded places to donate As an fyi to American friends the donation amount is in Canadian,Not Available,Unknown
2020-05-29 17:37:47,"I know I m retweeting a lot of donation links If you do not have the means to donate please don t feel pressured but do consider signal boosting them Every one that I retweet is one I ve personally donated to because I have the means at the moment to do so #BlackLivesMatter""",Not Available,Unknown
2020-05-29 17:37:47,I know times are tough for a lot of us right now but please take the time to donate Even if as little as dollars Retweet with your own donation,https://t.co/WM3tFJTjzO,Unknown
2020-05-29 17:37:44,SimplyMerv they had the audacity to send me an email asking for a donation today too,Not Available,jersey city / chicago
2020-05-29 17:37:35,We are in the homestretch Consider donating to keep your local news outlets alive With everything going on in our country from the pandemic to protests a donation to your community media outlet helps us keep reporting on these subjects A donation of any amount goes a long way,https://t.co/nqk8SCqIWl,"Chicago, IL"
2020-05-29 17:37:34,One of the best youth social action charities I know and I m a proud supporter of their work Please think of making a donation to support them during this difficult time #FundraisingFriday via,https://t.co/jkGAkDrsY8,"Hastings, UK | Lisboa, PT"
2020-05-29 17:37:13,How strange almost every celebrity seen on social media has AT LEAST retweeted a donation link or posted a story,Not Available,Unknown
2020-05-29 17:37:10,noelle and i both donated yesterday she donated multiple times but we are also going to match the final donation,Not Available,idaho
2020-05-29 17:37:07,Pls RT This poor cat mom of kittens was hit by a car in Greece We are #fundraising for her back legs surgery,Not Available,Unknown
2020-05-29 17:37:01,Google My Business has a range of new features to help businesses keep ultra accurate listings right now You can post COVID specific updates and even links to Gift Cards or donation sites if you ve got them set up Don t forget to add in if you now offer takeaway or delivery,https://t.co/dPT1FterQJ,"Edinburgh, Scotland"
2020-05-29 17:36:58,In this thread are US Zip Codes you can use to sign some of the petitions as well as donation links for freedom funds,Not Available,"Miami, FL"
2020-05-29 17:36:51,match my donation of dollars to any of these selected organizations and i ll draw or paint you a bust in return NAACP legal defense fund black visions donations,https://t.co/hIuY77Jah2,0416.♡
2020-05-29 17:36:38,I just matched this donation to the Louisville bailout fund Please share contribute what you can and or match me,Not Available,Aqua ☉ Scorpio ☾ Sag AC
2020-05-29 17:36:36,noelle and i both donated yesterday she donated multiple times but we are also going to match the final donation bid on this auction bidding starts at pm and ends tonight at pm est time,Not Available,SHOP UPDATE: TBD
2020-05-29 17:36:27,hello guys I visit this little friend today and paid off the previous surgery Tysm We re moving to another,Not Available,Unknown
2020-05-29 17:36:26,Just made a donation Kick in what you can,https://t.co/QmD1vtPhGT,"Patchogue, NY"
2020-05-29 17:36:15,GlennonDoyle I also made a donation yesterday and wanted to remind people to check with their employers to see if they match charitable donations Mine did and my magically became,Not Available,"Ohio, USA"
2020-05-29 17:36:14,if able to pls match my donation and spread awareness every little thing helps #BlackLivesMatter #BlackLivesMater,https://t.co/8sPWFzVx0W,23 ☼ they/them ☼ 18+
2020-05-29 17:35:52,MPD has stated that they do not need donations at this time Therefore I won t include a link for donation but please check out the funds they mentioned,https://t.co/3uCTAc25hu,Unknown
2020-05-29 17:35:47,ratemyskyperoom Done Please make a donation during checkout if you,Not Available,Unknown
2020-05-29 17:35:35,AshaRangappa I would guess a sizable donation,Not Available,Unknown
2020-05-29 17:35:30,I will also pay shipping out of pocket and contribute a percentage of my own to the donation as well start bidding at tonight at PM EST,Not Available,"Michigan, USA"
2020-05-29 17:35:16,please please please matchcthis donation or whatever portion of it you can our country needs us,https://t.co/JIDZetuxhg,"Los Angeles, CA"
2020-05-29 17:35:06,CUOMO granted immunity to Nursing homes executives following a large donation from Healthcare Group that was made to CUOMO,Not Available,"Phoenix, AZ"
2020-05-29 17:34:53,afjart COMMUNITY support for people like Mr S who were hit goddamn hard I dont make much money for myself they wouldnt even know WHO was donating it I was going to give it all to Mr S of CStoys to handle the donation to the prefecture Way to make this about my skin Fuck you,Not Available,"Raleigh, NC"
2020-05-29 17:34:47,Done Who will match my donation or donate anything they can,https://t.co/1Svn05ET4k,"Fairfax, VA"
2020-05-29 17:34:45,If wondering how you can help consider a donation Minnesota Freedom Fund pays criminal bail and immigration bond for those who cannot afford to as we seek to end discriminatory coercive and oppressive,https://t.co/s02YTAShXW,"Salt Lake City, UT"
2020-05-29 17:34:39,This will be a hour stream where we will consistently plug the donation pages for the causes and at the beginning of every hour recap the events that happened and why it is important to support I will announce the commentators back up streamers on Monday as more ppl pitch in,Not Available,"New York, NY"
2020-05-29 17:34:38,i have too much anxiety today to go protest here in nyc but im praying for the safety of my people im hoping this small donation helps in someway who trying to match me,https://t.co/Xg57ui3Djg,"New York, NY"
2020-05-29 17:34:34,good morning are there any new donation links or petitions come across and could you reply them to me lets all,Not Available,UAE
2020-05-29 17:34:29,The Minnesota Freedom Fund is helping protesters on the streets after the murder of George Floyd The fund will be used to pay bail for those arrested I m challenging YOU to match my donation or give what you can Donate,https://t.co/UoAjTpekii,"Los Angeles, CA"
2020-05-29 17:34:19,Urgent help Plz help She really need it otherwise she will lost her life in days Ur donation can save,Not Available,"Delhi, India"
2020-05-29 17:34:17,I ve compiled a large list of petitions donation sites and articles that will continue to be added on to Please sign the petitions read the articles and donate if you can #BlackLivesMatter #ACAB,https://t.co/IJeMFBIdlp,Dante's Inferno
2020-05-29 17:34:11,ISKCON accepted money you mean as donation,Not Available,Unknown
2020-05-29 17:34:11,This is important Can I get at least followers to match my donation to the Minnesota Freedom Fund do this #Minneapolisprotests #GeorgeFloydprotest,https://t.co/4pHiVdoNkv,"Eugene, OR"
2020-05-29 17:34:07,Submitted my donation to the today because the literal LEAST I can do We need to do better and be better,Not Available,"New Jersey, USA"
2020-05-29 17:33:31,Social media today is taxing me horribly and I haven t even left my bed There s so much I want to say but I m so exhausted already If you know of any donation links please reply to this tweet with them I m stepping off for a while but I want everyone to act in solidarity,Not Available,"San Antonio, TX"
2020-05-29 17:33:16,StevieE Personally rather he donate it to students who need it because some of us especially new students really got hit hard and then if we really do need a better commute from Weber to the hospital we can use the remaining funds start a fundraiser or donation spot,Not Available,Everywhere
2020-05-29 17:33:16,In an effort to encourage donations we are giving anyone who donates at least a free copy of the Complete Warden PDF After you donate dm me proof of your donation and your email and I ll send you the pdf and or,https://t.co/ZrLGnmp485,Unknown
2020-05-29 17:32:59,If anyone wants an icon and be donating all proceeds to the Minnesota Freedom Fund and Reclaim The,Not Available,Unknown
2020-05-29 17:32:56,Porch visit and coffee with Maude A donation was made supporting through their #FillYourCup initiative Many summer fundraisers had to be cancelled your support for HWP is more important than ever,https://t.co/RA3QL8snQE,"Burlington, Ontario"
2020-05-29 17:32:51,starting to plan a small online auction for July amp have another small one in December We could sure use some help w donated items anything from gift cards to donations from stores We also need help w letters to companies for donation xef xbf xbc xef xbf xbcs to get ready for December,https://t.co/0oGleMzJ3Y,"Jefferson City, MO"
2020-05-29 17:32:45,match my donation or donate what you can keep it going homies #JusticeForGeorgeFloyd #BLM #acab,https://t.co/HtEqUENlnY,"Chicago, IL"
2020-05-29 17:32:42,The first donation is in Please consider donating to this or a similar one I will accept other donations as long as it benefits BLACK people and the protests,https://t.co/nKX2XTW9EM,"Seattle, WA"
2020-05-29 17:32:38,Show me your matching donation to Reclaim the Block Louisville Bail Fund or North Star Health Collective your choice of critique of a k or less story OR a postcard with a doodle and or little poem OR PDFs of first issues,https://t.co/hAskxSKx0t,bees?
2020-05-29 17:32:33,following back everyone that matchs my donation if you donate then retweet without justice there is no peace,https://t.co/7U4UqphFYM,in the simulation 
2020-05-29 17:32:26,just started a monthly donation i urge you to do the same if you can afford to,https://t.co/SquZ7LTvhe,"brooklyn, ny"
2020-05-29 17:32:24,Very convenient The GD swamp continues to thrive Cuomo who signed legislation granting hospital nursing home,Not Available,United States
2020-05-29 17:32:19,What do we spend your donations on To help the charity through this difficult time presently please make a one off,Not Available,"Manchester, England"
2020-05-29 17:32:18,If you have the means to donate please do I ve made a donation to the Minnesota Freedom Fund at,https://t.co/DGbIKPYlD2.,"Texas, USA"
2020-05-29 17:32:17,"your support shouldn t start and end on twitter send the petitions and donation links to group chats ask your family to do the same and educate people in your community every signature donation and information helps #BIackLivesMatter #BlackLivesMater""",Not Available,s/h | 190119 
2020-05-29 17:32:04,thesunnylex I match your donation due to not getting paid til next week BUT I did donate to them AND to #blacklivesmatter',Not Available,"Memphis, TN"
2020-05-29 17:32:00,matched if you have the means to please match my donation or any portion of it which able to hold yourself and others accountable to action today and every day,https://t.co/9UWsf4FTqR,Unknown
2020-05-29 17:32:00,TWIN CITIES RESOURCES UPDATED PM MAY Includes list of donation needs donation drop off sites open grocery stores and more Updating throughout the day,https://t.co/hSioOiESyR,"St Paul, MN"
2020-05-29 17:31:55,No matter where you are you tune in to KERA to keep you connected and informed Right now your donation can connect you to families in need When you contribute a gift you will provide meals for families in need through amp Support now,https://t.co/W1MN5CnBUK,Dallas/Fort Worth
2020-05-29 17:31:37,atleast post a donation or a petition link like the bar is on the floor and yet,Not Available,sariel 🍒
2020-05-29 17:31:33,Last week our friends at hosted a Virtual Trivia Night Shachie Tom Cristina Jaime and Noah of,Not Available,"Boston, MA"
2020-05-29 17:31:25,Solo Cash Cup donation twitter reversyfnbr,https://t.co/lUhlVMTHdi,Unknown
2020-05-29 17:31:23,This is what is happening in our country right now right here I just gave a donation to her campaign at ActBlue Go,Not Available,Somewhere USA
2020-05-29 17:31:21,Please consider matching this donation to the Minnesota Freedom Fund or any of the organizations listed on their website,https://t.co/2S7EnBlMja,336
2020-05-29 17:31:09,Keep it going Every donation counts no matter the amount,https://t.co/RPv6V83Av7,"Seattle, WA"
2020-05-29 17:30:55,Reminder for everyone donating as well as doing art creating things to raise donation money DONATIONS ARE TAX DEDUCTIBLE Make off sketch commissions for the cause Claim it Fuck the government don t let them profit off your good deeds Take it back donate it back again,Not Available,"Austin, TX"
2020-05-29 17:30:54,please make a donation if you can,https://t.co/oudYivB7nX,"Salt Lake City, UT"
2020-05-29 17:30:45,Please sign this petition What happened to George Floyd is absolutely unacceptable and we must fight for his,Not Available,Ireland
2020-05-29 17:30:40,No matter your donation size if you can please donate #BlackLivesMatter,https://t.co/Jryb6XiBFy,wingin it
2020-05-29 17:30:22,match my donation or spread the link to get awareness out anything to help,https://t.co/PKUc6tos5o,"Houston, TX"
2020-05-29 17:30:17,donated what i could please donate if you can and if you can t please share the donation link,https://t.co/50ZkT6bEdH,infp-t ~ blm
2020-05-29 17:30:13,This week our COVID assessment centres have faced their busiest days since opening Our #HealthcareHeroes are working hard in doing their part to keep our communities safe Support them by making a donation today,https://t.co/nZGtGjuTv2,"Brampton, Ontario"
2020-05-29 17:30:11,Done If you have the ability to match the donation or give any amount please do,https://t.co/zVwEBjAVhV,"Illinois, USA"
2020-05-29 17:30:05,p nkyrose Being rich doesn t obligate you to donate either Being forced and or obligated to donate to anything negates the purpose of said donation I m defending the idea of charity which seems lost on you,Not Available,Southeast Texas
2020-05-29 17:30:02,See a donation make a donation if you have the resources to help do it,https://t.co/b4Xer4HV1z,Unknown
2020-05-29 17:30:01,South MPLS will be getting a lot of help but North MPLS needs help too Any links for folks taking donation for North please drop them below,Not Available,"Sin Cities, aka MPLS/STP"
2020-05-29 17:30:00,Friday night why not donate the money you haven t spent on cinema beers dinner out to help us support older people in Enfield Any donation is much appreciated,https://t.co/cZQFxECCLs,"Enfield, London"
2020-05-29 17:29:46,Seems like a bad day to promote a new episode out if you need an hour of respite from our addiction to systemic racism In the meantime if you have the please consider matching our donation to the Minnesota Freedom Fund,https://t.co/1poSteshrI,"Los Angeles, CA"
2020-05-29 17:29:26,please match my donation if you can if you anything helps,https://t.co/PaWX7qJoo4,27 / nyc
2020-05-29 17:29:19,Just made my donation to I can only do so much but I ll continue to donate and educate #BlackLivesMatters and always will matter,Not Available,Unknown
2020-05-29 17:29:17,hey everyone ill be doing art for anyone that donates at least a dollar to George memorial fund or other,Not Available,Unknown
2020-05-29 17:29:02,instagram only allowing people with k followers to add links to their stories is just so useless imagine how easy it would ve been to share petition donation links if everyone was able to add links an audience is an audience no matter the number,Not Available,she
2020-05-29 17:28:56,be shy match my donation,https://t.co/ttl2ihwEv9,nyc
2020-05-29 17:28:55,Imma need to be spreading these donation links like be doing those fancams,Not Available,Gunther Goat Cheese’s 
2020-05-29 17:28:51,As an artist who inspires me everyday going to match her donation because unity and sticking together is what this country needs right now Please donate to the MFF and the BLM Anything counts,https://t.co/8Vjszhvcty,The Suburbs
2020-05-29 17:28:45,Please consider even a small donation for my mother in law Please retweet #family #friday #charity',Not Available,World Wide
2020-05-29 17:28:44,jessieeenguyen Nothing wrong with tweeting out a donation link to show supported but I need to share a number donated to have people prop me up as some I encourage people to do their research and decide which causes and fundraisers to support Important,Not Available,Unknown
2020-05-29 17:28:34,Since this tweet is going somewhat viral please consider donating to the which does excellent work assisting the least fortunate in Minneapolis and St Paul Even a donation of to can do a lot,https://t.co/FwYkiwEHnt,"Chicago, IL"
2020-05-29 17:28:25,KZXcellent Matched your donation thank you for raising awareness,Not Available,Unknown
2020-05-29 17:28:20,kaiju coffee Unless the money is going towards a donation to support it s not really the time tbh,Not Available,"Oshawa, Ontario"
2020-05-29 17:28:09,please donate to the minnesota freedom fund can anyone match my donation,https://t.co/03UsW0yEcs,Wonderland Island!
2020-05-29 17:28:03,Done and matched Who wants to match my donation to support those in Minnesota that need help,https://t.co/PozzvJfE,Unknown
2020-05-29 17:27:58,I found this donation link to the Minnesota Freedom Fund for anyone else who is interested,https://t.co/AXR3yVuXsk,Raccoon City
2020-05-29 17:27:55,Dominic Cummings admirer of Putin manipulator Surkov worked in Moscow he accepted a donation from,Not Available,USA
2020-05-29 17:27:52,i dont have a ton of products up right now but whatever i do sell ill be donating of the profits to fundraisers and ill also provide proof of my donation also if anyone who sees this could please point me to some that are still underfunded thanks,https://t.co/ifR03VIdVb,Unknown
2020-05-29 17:27:36,LizJonesGoddess Donation of dog food sorted,Not Available,Unknown
2020-05-29 17:27:27,Here is a thread of places to donate I will not be saving any money and anything that gets sent to me now will be donated to one of these Send to me to donate or proof of your donation by screenshot for a reward everyone Share these threads do what you can lt,https://t.co/blYR3nO9w6,18+ 
2020-05-29 17:27:24,Helping out Papuans is also helping out the #BlackLivesMatter movement Because they re also black and get oppressed for,Not Available,INA/ENG/日本語
2020-05-29 17:26:46,If you can please donate today your gift goes twice as far with our Matching Gift Challenge Make your,Not Available,"Rye, NY"
2020-05-29 17:26:44,looking for a way to help match my donation every little bit helps the fight #BLACKLIVESMATTER link to donate,https://t.co/Cz4PjENvXD,"Michigan, USA"
2020-05-29 17:26:36,Would anyone like to match or surpass my donation If you donate please share the link below on all of your social media platforms #BlackLivesMatter,https://t.co/iuHo66IJ7T,Unknown
2020-05-29 17:26:33,I know not super active or interactive on twt but if any of my followers mutuals irl want to match my donation to Minnesota Freedom Fund that would be great #BlackLivesMatter,https://t.co/S5tOoy4P7X,"always, team grimmie"
2020-05-29 17:26:29,all B I N G O Join us on at PM for another Jimmy Fund Bingo Night hosted by,Not Available,everywhere like such as
2020-05-29 17:26:07,matched match my donation or donate what you can afford to,https://t.co/1DkIoMszxT,"Massachusetts, USA"
2020-05-29 17:26:02,Turn your everyday online shopping into a donation to help support premature or sick babies by signing up to easyfundraising More than sites will give Bliss a donation at no extra cost to you when you shop online,https://t.co/hs4E2SGro0,"London, England"
2020-05-29 17:26:02,just donated to the minnesota freedom fund if you guys have the means please match my donation,https://t.co/ZUkftxmPWp,Unknown
2020-05-29 17:25:58,some petitions to sign if anyone has any links to donation pages send them pls thank you #blacklivesmatter',Not Available,London 
2020-05-29 17:25:54,hey fellow white friends if the shit going on in MN is making you sad or angry or whatever don t let yourself become numb and ignore the issue instead take the smallest bit of action and donate to some MN causes see LRT for links and please match my donation if you can,https://t.co/H6LYNiSgu6,outside chicago
2020-05-29 17:25:43,If you have the funds to spare consider matching my donation Your money is going to paying,https://t.co/35aOWzOD0A,Planet Diomond
2020-05-29 17:25:40,The struggle is not over and we continue to ask for your support of this important appeal Please consider making a donation today THANK YOU for your faith and dedication,https://t.co/xyfCeCnIFr,"Yonkers, NY"
2020-05-29 17:25:21,AT #Chilipawty we ve been working hard to raise funds for a no kill rescue shelter We re over half,Not Available,So Cali
2020-05-29 17:25:19,Accounts alone whose only intentions are to help support BLM anyway they can To avoid backlash please use blm for your update unless purely a fundraiser Not just your normal update Silently donate your Then post your donation advertise it prior,Not Available,"Dallas, TX"
2020-05-29 17:25:15,not much but I just donated to there are some donation links in the tweet quoted if like to join,https://t.co/Na03bnWy09,TX/PA
2020-05-29 17:25:08,Now through June double your run double your donation double your impact Run twice in one day and donate to fund the future of Marathon Kids All donations made to Marathon Kids will be matched by Have you ever run twice in one day,https://t.co/dQbq7WLqzu,Everywhere
2020-05-29 17:24:58,match my donation and send you nudes MFF GFM,https://t.co/FBys4,Unknown
2020-05-29 17:24:52,Even a small donation goes a long way #BlackLivesMatter,https://t.co/32NIqevUWm,Unknown
2020-05-29 17:24:26,Match my donation if you can afford to do so,https://t.co/G47kjKYfcP,"Salt Lake City, UT"
2020-05-29 17:24:24,howveryobsessed thank you this master thread also includes donation links and educational resources,https://t.co/8ujVvtRNRr,♡
2020-05-29 17:24:19,it would be nice if celebrities with million followers would post some donation or petition links instead of leaving,Not Available,est ldn | s/t | 16
2020-05-29 17:24:18,Match my donation Every single bit helps #BlackLivesMatter,https://t.co/X4h13UWsX0,Unknown
2020-05-29 17:23:55,Rea i know but the problem is that that tweet was about his birthday he could be using hi platform to share donation links or petitions or things that would make a bigger difference than just vaguely saying he supports the movement,Not Available,Unknown
2020-05-29 17:23:54,i just matched a donation of to the Survived and Punished NY mutual aid fund is a grassroots abolitionist movement that supports incarcerated survivors led largely by Black and trans people in NYC can someone match me,https://t.co/1yhA8aP8lL,"Chicago, IL"
2020-05-29 17:23:51,donation link for the minnesota freedom fund,https://t.co/AjFII4nAtR,Unknown
2020-05-29 17:23:42,Fellow white folk now is not the time to look away It is time to be uncomfortable To un centre our feelings To prioritise action over reaction Match my donation to or donate what you can amp ask your social circles to match your donation #BlackLivesMatter,https://t.co/r8vJ5rHJYw,Bath (and sometimes London)
2020-05-29 17:23:36,Making a show of donating is not really my thing but we need #JusticeForGeorgeFloyd. This is SO important Match my donation if you can,https://t.co/l0qlFa3W4e,"London, England"
2020-05-29 17:23:34,Love is not what it said but what it does Yosef appreciate all monetary donation His Cash app yra Thank you in advance for your support #Classof2020,https://t.co/2DD2gEN7KO,Tampa
2020-05-29 17:23:32,I ve thought long and hard about posting these screenshots bc I don t want to seem like my activism is performative but at the same time I know that not being vocal about it is just as bad as being complacent I know I need more tangible actions than just a small donation,https://t.co/qIehKmdKJd,Unknown
2020-05-29 17:23:30,can someone send me a good thread with petitions and donation links for the situation in Minneapolis,Not Available,Unknown
2020-05-29 17:23:09,It has been awhile so I am doing a Venmo fundraiser for the Minnesota bail fund Venmo fundraisers are an easy way for,Not Available,Unknown
2020-05-29 17:23:01,stacysuh But what about support for the website itself Without change dot org no one would have this website for all their petitions While I do think that its wording is misleading towards that donation going towards that organization but what if its used to keep the site running,Not Available,kendra・26・she/they
2020-05-29 17:22:53,if you can try to match this donation #blacklivesmater,https://t.co/0nnWMsYmP7,she/her
2020-05-29 17:22:52,I think now it s high time that Ratan Tata and Azim Premji should ask this government about their donation to PM cares,Not Available,"Mumbai, India"
2020-05-29 17:22:44,stillinbeta made a donation and would love to be matched,https://t.co/CGOUFOXZwf,philly
2020-05-29 17:22:38,donation matched keep it going if you can,https://t.co/uKOyCFiQBB,yvr
2020-05-29 17:22:34,Matched Please match my donation at the link below,https://t.co/e2JJYG9Z49,Unknown
2020-05-29 17:22:25,If you can donate that would be great You don t have to match the donation and any amount helps,Not Available,Unknown
2020-05-29 17:22:25,Before we start please shut down every donation page towards #DerekChauvin before they even start #JusticeForGeorgeFloyd',Not Available,United States of These Hands
2020-05-29 17:22:21,Which one of my friends is going to match my donation if you have money for your iced coffee you have money to,Not Available,Unknown
2020-05-29 17:22:19,There is so many ways to show your support for the people of Minneapolis and the family of George Floyd If you can not make a donation because money is the issue please talk to me I will make the donation in your name anonymously,Not Available,Unknown
2020-05-29 17:22:12,Please consider keeping the donation train going to some of the other orgs in this thread Ty,Not Available,Riansygh44@gmail.com
2020-05-29 17:22:10,I just donated dollars Every donation counts,https://t.co/Py8xav6sxa,In your convetions
2020-05-29 17:22:09,why are people over praising the IT cast for sharing the link to the donation page petitions what they should be doing anyway just being a decent human being,Not Available,Plastic Beach 
2020-05-29 17:21:55,I just donated to match my donation if you can,https://t.co/fzGMEjj9ST,"London, England"
2020-05-29 17:21:51,Donate if you can to help those whose condition are being increasingly worsened by the COVID pandemic A donation as small as can help contribute Join me in fighting world hunger Lend your support,https://t.co/uOYj9DtmmA,"New Jersey, USA"
2020-05-29 17:21:44,Every donation to Minnesota Freedom Fund helps us help free people stand against cash bail as unjust and identify wealth based discrimination as a vehicle for the criminal justice system to target populations for structural violence,https://t.co/PlUPT9lcZw,"Guelph, Ontario"
2020-05-29 17:21:33,I just donated what I could to the Minnesota Freedom Fund thanks to for sharing the link This fund,Not Available,954/305
2020-05-29 17:21:30,Thank you mom Clotilde Bencivenga for your rd donation to finest This time to the volunteers at Westfield Rescue Squad Great way to show her support to the first responders and small business,https://t.co/Pd40Jx4WqW,"Westfield, NJ"
2020-05-29 17:21:18,when will celebs shut tf up if not a donation receipt i promise we care,Not Available,mx got7 she/her 
2020-05-29 17:21:03,to anyone who wants to match my donation to MFF please consider donating to these other orgs who also need support right now,https://t.co/mDDieeZVSC,"Pittsburgh, PA"
2020-05-29 17:21:01,In approx weeks Cut Red Tape Heroes has distributed free PPEs to hospitals organizations helping the homeless nursing homes home health aides and more in all five NYC boroughs and Newark Support our work with a tax deductible donation at,https://t.co/Vt0fQHJgm1,New York City
2020-05-29 17:21:00,matched with a donation to the louisville community bail fund,https://t.co/TwcUOtTz2X,Unknown
2020-05-29 17:21:00,if you can please donate to blm every donation no matter how small counts,Not Available,☆
2020-05-29 17:20:58,elizaja Thank you so great doing this for everyone out there and being in a position to give donation to Five Loaves,Not Available,Ireland
2020-05-29 17:20:58,I love and have copied Venmo donation does the labor finds a community org and removes so much friction that could prevent people from donating And no she take the tax write off,https://t.co/kUJGhH160f,jaime@jaimegreen.net
2020-05-29 17:20:36,JustinMcElroy Just made a donation thank you for promoting things like this,Not Available,"Arizona, USA"
2020-05-29 17:20:22,Please consider even a small donation to help the owners of this Minneapolis based small business one of whom is a firefighter start over after their dream was burned to the ground yesterday,https://t.co/PHVGmeRQkJ,Los Angeles
2020-05-29 17:20:18,Painting on sale LaureC Follow laurecoudour,https://t.co/NyegQMtt6m,"Sion, Switzerland"
2020-05-29 17:20:09,Even if you don t match someone s exact donation please keep donating We need to do our part to help even if we can t be there directly on the ground,https://t.co/w1xLeFrYBS,San Diego
2020-05-29 17:20:03,Do you think we can reach our goal before #ArchieDay tomorrow Use this link to make your donation,https://t.co/emjUsF3pyf,🇺🇸🌎🌺🌺
2020-05-29 17:19:58,For anyone asking how to help this is how got rent on Monday I wish I could send more but everything helps no matter how small the donation just donate,https://t.co/Ecasx8fVWO,Unknown
2020-05-29 17:19:56,matched please support by donating what you can or sharing the donation link,https://t.co/6i6nF5l4j3,"Orlando, FL"
2020-05-29 17:19:49,if you haven t donated already match my donation,https://t.co/dRxyuhgecs,Unknown
